#please cite:
#Zhou KR, Liu S, Cai L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000068	hsa-miR-15a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67592126	67592154	67592126	67592154	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	10
MIMAT0000068	hsa-miR-15a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594548	67594553	67594526	67594554	+	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	10
MIMAT0000068	hsa-miR-15a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67597165	67597171	67597144	67597172	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	0	1	10
MIMAT0000069	hsa-miR-16-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67592126	67592154	67592126	67592154	+	4	0	AGO1-4,AGO2	0	0	0	1	0	0	0	15
MIMAT0000069	hsa-miR-16-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594548	67594553	67594526	67594554	+	5	0	AGO1-4,AGO2	1	0	1	1	0	0	0	15
MIMAT0000069	hsa-miR-16-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67597165	67597171	67597144	67597172	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	1	1	0	1	15
MIMAT0000070	hsa-miR-17-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594760	67594766	67594760	67594766	+	6	0	AGO1-4,AGO2	1	0	0	0	0	1	1	20
MIMAT0000070	hsa-miR-17-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594832	67594837	67594832	67594837	+	2	0	AGO1-4	1	0	0	0	0	0	0	20
MIMAT0000070	hsa-miR-17-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67596164	67596169	67596164	67596169	+	2	0	AGO1-4	1	0	0	0	0	0	0	20
MIMAT0000072	hsa-miR-18a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594968	67594973	67594968	67594973	+	3	0	AGO1-4	1	0	0	0	0	0	0	21
MIMAT0000072	hsa-miR-18a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67596489	67596494	67596489	67596494	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	21
MIMAT0000075	hsa-miR-20a-5p	ENSG00000145675	PIK3R1	protein_coding	chr5	67594760	67594766	67594760	67594766	+	6	0	AGO1-4,AGO2	1	0	0	0	0	1	1	15
